age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,debt_to_income_ratio,loan_to_income_ratio,monthly_emi_burden,emi_to_monthly_income,credit_tier,income_tier,age_group,financial_stress,employment_type_Freelancer,employment_type_Salaried,employment_type_Self-Employed,education_PhD,education_Post-Graduate,education_Under-Graduate,property_ownership_Own,property_ownership_Rent,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal
45,71938,186213,24,550.0,0.5,10.0,94122,0,1.3084,2.5885,7758.88,1.2943,1,3,3,1.6882,True,False,False,False,False,False,True,False,False,False,True,False
34,49367,45988,36,607.0,1.7,1.0,31274,1,0.6335,0.9316,1277.44,0.3105,2,2,2,0.626,False,True,False,False,False,True,False,True,True,False,False,False
45,58714,190334,48,642.0,2.9,9.0,46536,1,0.7926,3.2417,3965.29,0.8104,3,3,3,1.5327,False,False,False,False,False,False,False,True,True,False,False,False
62,84144,276917,36,675.0,14.9,1.0,66360,1,0.7886,3.291,7692.14,1.097,3,3,5,1.6318,False,False,False,False,False,True,True,False,False,False,True,False
43,47801,72660,48,571.0,4.7,9.0,31756,0,0.6643,1.5201,1513.75,0.38,2,2,3,0.8358,False,True,False,False,True,False,False,True,False,False,False,True
52,51237,44518,60,630.0,8.8,10.0,50694,3,0.9894,0.8689,741.97,0.1738,3,3,4,0.7086,False,False,True,True,False,False,False,True,False,True,False,False
56,24604,33000,48,785.0,12.0,3.0,25019,5,1.0169,1.3412,687.5,0.3353,5,1,5,0.9097,False,False,False,False,False,False,True,False,False,False,False,True
54,78838,287193,60,682.0,18.5,2.0,63661,4,0.8075,3.6428,4786.55,0.7286,4,3,4,1.6344,False,True,False,False,True,False,True,False,False,False,False,True
63,57875,123422,24,598.0,4.2,8.0,74301,5,1.2838,2.1326,5142.58,1.0663,2,3,5,1.4732,False,False,True,False,False,False,True,False,True,False,False,False
53,54712,161988,36,631.0,6.9,2.0,70233,2,1.2837,2.9607,4499.67,0.9869,3,3,4,1.6978,False,False,False,False,False,True,False,True,False,False,False,False
46,78209,89013,12,812.0,3.7,12.0,88514,1,1.1318,1.1381,7417.75,1.1381,5,3,4,1.1356,False,False,True,False,False,True,True,False,False,False,False,False
40,28065,84200,36,670.0,3.5,12.0,33204,2,1.1831,3.0002,2338.89,1.0001,3,2,3,1.6733,False,True,False,False,False,True,False,False,True,False,False,False
44,45962,111919,24,510.0,5.4,14.0,7097,5,0.1544,2.435,4663.29,1.2175,1,2,3,1.1575,False,True,False,False,False,False,True,False,True,False,False,False
47,26397,62935,36,658.0,3.5,7.0,25961,3,0.9835,2.3842,1748.19,0.7947,3,2,4,1.3471,False,False,False,False,True,False,True,False,False,False,False,False
33,54507,210589,60,652.0,5.9,3.0,6634,5,0.1217,3.8635,3509.82,0.7727,3,3,2,1.4395,False,False,False,False,True,False,True,False,False,False,True,False
30,90386,346322,12,734.0,5.9,11.0,112998,0,1.2502,3.8316,28860.17,3.8316,4,3,2,2.799,False,False,True,False,False,False,True,False,True,False,False,False
51,61396,106671,48,582.0,3.5,11.0,45443,2,0.7402,1.7374,2222.31,0.4344,2,3,4,0.9476,False,True,False,False,False,False,True,False,False,False,False,False
45,27460,94072,36,584.0,3.3,8.0,18504,0,0.6739,3.4258,2613.11,1.1419,2,2,3,1.6399,True,False,False,False,False,False,False,True,False,False,True,False
38,73884,92960,48,696.0,0.2,5.0,19468,3,0.2635,1.2582,1936.67,0.3145,4,3,3,0.5772,False,False,True,True,False,False,False,False,True,False,False,False
64,39572,53732,48,722.0,1.3,7.0,11062,1,0.2795,1.3578,1119.42,0.3395,4,2,5,0.621,False,True,False,False,False,True,False,True,True,False,False,False
43,76420,61388,36,699.0,14.4,4.0,41285,0,0.5402,0.8033,1705.22,0.2678,4,3,3,0.5374,False,True,False,False,False,False,False,False,False,False,True,False
40,63486,54758,48,637.0,0.0,8.0,34986,5,0.5511,0.8625,1140.79,0.2156,3,3,3,0.5439,False,True,False,False,False,False,True,False,True,False,False,False
63,35744,93886,36,701.0,2.9,7.0,48932,1,1.369,2.6266,2607.94,0.8755,4,2,5,1.5982,False,False,True,False,True,False,False,True,False,False,True,False
52,39338,105115,48,727.0,1.1,4.0,58673,0,1.4915,2.6721,2189.9,0.668,4,2,4,1.5986,False,True,False,False,False,False,True,False,False,False,False,False
24,89291,347552,24,688.0,0.6,9.0,15555,5,0.1742,3.8924,14481.33,1.9462,4,3,1,1.8213,False,True,False,False,False,False,True,False,False,True,False,False
39,16553,60790,12,489.0,0.7,9.0,13978,0,0.8444,3.6724,5065.83,3.6724,1,1,3,2.5412,False,True,False,False,False,False,False,True,False,False,False,False
23,59808,195267,36,638.0,1.9,7.0,59946,3,1.0023,3.2649,5424.08,1.0883,3,3,1,1.7069,False,False,True,True,False,False,False,False,False,True,False,False
33,59904,182422,48,649.0,10.0,9.0,44568,2,0.744,3.0452,3800.46,0.7613,3,3,2,1.4396,False,False,True,False,False,False,False,True,False,False,False,False
47,44043,61139,48,541.0,0.7,7.0,51448,4,1.1681,1.3882,1273.73,0.347,1,2,4,0.9878,False,True,False,False,True,False,False,True,False,False,False,True
32,95103,181392,48,538.0,1.3,1.0,2278,4,0.024,1.9073,3779.0,0.4768,1,3,2,0.7248,False,True,False,False,False,False,True,False,False,False,False,False
55,52155,170095,48,501.0,1.1,4.0,41811,4,0.8017,3.2613,3543.65,0.8153,1,3,4,1.5437,False,True,False,False,False,True,True,False,False,True,False,False
57,70009,49659,36,513.0,1.6,10.0,74756,3,1.0678,0.7093,1379.42,0.2364,1,3,5,0.7108,True,False,False,False,False,False,False,False,False,False,True,False
25,38836,80198,36,539.0,4.0,1.0,36135,0,0.9305,2.065,2227.72,0.6883,1,2,1,1.1982,False,True,False,False,False,True,False,False,False,False,False,False
57,67601,87219,60,677.0,4.4,5.0,98893,0,1.4629,1.2902,1453.65,0.258,3,3,5,1.0496,False,False,True,False,False,False,False,False,False,False,False,True
31,24020,94396,60,623.0,5.2,8.0,12809,2,0.5333,3.9299,1573.27,0.786,3,1,2,1.6281,False,False,True,False,False,False,False,False,False,False,True,False
56,32247,63732,60,583.0,0.8,11.0,22664,0,0.7028,1.9764,1062.2,0.3953,2,2,5,0.9926,False,True,False,False,False,False,False,False,False,False,False,False
55,53712,90930,36,549.0,7.6,11.0,10991,4,0.2046,1.6929,2525.83,0.5643,1,3,4,0.759,False,False,True,False,False,True,False,True,False,False,True,False
56,39428,59957,36,630.0,5.8,10.0,13653,1,0.3463,1.5207,1665.47,0.5069,3,2,5,0.7468,False,False,False,False,False,True,False,False,False,False,True,False
37,86498,314347,48,583.0,3.3,12.0,45745,3,0.5289,3.6342,6548.9,0.9085,2,3,3,1.5744,False,True,False,False,True,False,False,True,False,False,True,False
44,57113,127208,48,574.0,2.4,10.0,80982,2,1.4179,2.2273,2650.17,0.5568,2,3,3,1.4024,True,False,False,False,True,False,False,True,False,True,False,False
62,46644,124391,36,596.0,7.7,6.0,30493,3,0.6537,2.6668,3455.31,0.8889,2,2,5,1.3282,False,False,False,False,True,False,True,False,False,False,False,False
57,57604,177536,24,650.0,7.2,9.0,28699,1,0.4982,3.082,7397.33,1.541,3,3,5,1.5862,False,True,False,False,False,False,False,True,False,False,False,False
56,55107,164162,36,663.0,5.3,4.0,12569,5,0.2281,2.979,4560.06,0.993,3,3,5,1.2828,False,False,True,False,False,True,True,False,False,False,False,False
40,38837,74793,36,641.0,10.1,1.0,45022,4,1.1593,1.9258,2077.58,0.6419,3,2,3,1.234,False,True,False,False,False,True,True,False,False,False,False,True
34,38963,115623,24,617.0,1.0,6.0,47738,5,1.2252,2.9675,4817.62,1.4838,2,2,2,1.8255,False,False,True,False,False,False,False,True,False,False,False,False
42,81727,86484,36,667.0,2.7,9.0,8468,4,0.1036,1.0582,2402.33,0.3527,3,3,3,0.4647,False,True,False,False,False,True,False,False,False,False,False,False
60,50347,46960,48,640.0,16.5,3.0,33005,1,0.6556,0.9327,978.33,0.2332,3,3,5,0.612,True,False,False,False,True,False,True,False,False,False,False,True
27,91206,172037,12,836.0,3.5,14.0,73688,2,0.8079,1.8862,14336.42,1.8862,5,3,2,1.4549,False,True,False,False,True,False,True,False,True,False,False,False
45,64062,62216,36,642.0,1.7,8.0,74348,2,1.1606,0.9712,1728.22,0.3237,3,3,3,0.8527,False,True,False,False,False,False,True,False,False,False,False,True
47,52894,171104,12,639.0,7.0,5.0,13764,0,0.2602,3.2348,14258.67,3.2348,3,3,4,2.045,False,True,False,False,False,False,True,False,False,False,False,False
60,40710,50032,24,732.0,5.5,6.0,28455,3,0.699,1.229,2084.67,0.6145,4,2,5,0.8327,False,True,False,False,True,False,False,True,False,False,False,True
60,68037,135185,60,565.0,5.4,8.0,62298,0,0.9156,1.9869,2253.08,0.3974,2,3,5,1.0815,False,False,True,False,False,False,True,False,False,False,False,True
53,68111,110573,24,639.0,7.8,14.0,71312,1,1.047,1.6234,4607.21,0.8117,3,3,4,1.1493,False,True,False,False,False,False,False,True,False,False,False,True
46,61959,188990,24,718.0,3.8,4.0,63306,5,1.0217,3.0502,7874.58,1.5251,4,3,4,1.7813,False,True,False,False,False,False,True,False,True,False,False,False
41,48148,100745,24,638.0,1.3,13.0,24556,4,0.51,2.0924,4197.71,1.0462,3,2,3,1.1456,False,True,False,False,False,False,False,False,False,True,False,False
55,98700,77437,48,736.0,5.0,5.0,102019,3,1.0336,0.7846,1613.27,0.1961,4,3,4,0.7076,False,True,False,False,True,False,False,True,False,False,True,False
23,26934,31608,36,576.0,4.6,2.0,29089,4,1.08,1.1735,878.0,0.3912,2,2,1,0.9014,False,True,False,False,False,False,True,False,False,False,False,False
39,53756,180047,12,574.0,5.9,3.0,44045,3,0.8194,3.3493,15003.92,3.3493,2,3,3,2.3373,False,False,False,False,False,False,True,False,True,False,False,False
40,86596,111411,60,617.0,1.7,14.0,94991,5,1.0969,1.2866,1856.85,0.2573,2,3,3,0.9019,False,True,False,False,True,False,False,False,False,False,False,False
30,31315,74043,24,690.0,0.2,3.0,38394,4,1.2261,2.3645,3085.12,1.1822,4,2,2,1.5545,False,True,False,False,False,False,False,False,False,False,True,False
53,61299,102929,60,667.0,0.0,12.0,7506,4,0.1224,1.6791,1715.48,0.3358,3,3,4,0.6534,False,False,True,False,False,False,True,False,False,False,False,False
43,58709,167952,24,607.0,1.2,1.0,50298,5,0.8567,2.8608,6998.0,1.4304,2,3,3,1.63,False,True,False,False,True,False,True,False,False,True,False,False
53,66160,205843,48,619.0,20.9,7.0,98335,3,1.4863,3.1113,4288.4,0.7778,2,3,4,1.7612,False,False,True,False,False,False,True,False,False,True,False,False
39,30866,44461,36,700.0,2.8,2.0,5541,2,0.1795,1.4405,1235.03,0.4802,4,2,3,0.648,False,False,True,False,False,False,False,True,False,False,False,True
48,72298,187196,36,548.0,2.7,13.0,36078,2,0.499,2.5892,5199.89,0.8631,1,3,4,1.2353,False,True,False,False,False,False,False,True,False,True,False,False
35,61393,119249,36,688.0,9.3,14.0,53455,2,0.8707,1.9424,3312.47,0.6475,4,3,2,1.1252,False,True,False,False,False,False,False,True,False,False,True,False
45,71923,76198,48,750.0,5.6,2.0,22209,3,0.3088,1.0594,1587.46,0.2649,4,3,3,0.5208,False,True,False,False,False,True,False,True,False,False,True,False
22,39962,57194,60,668.0,4.6,1.0,29872,2,0.7475,1.4312,953.23,0.2862,3,2,1,0.8142,False,False,False,False,False,False,False,True,False,False,False,False
44,23680,26796,12,554.0,7.8,1.0,5128,1,0.2166,1.1316,2233.0,1.1316,2,1,3,0.7656,False,False,True,False,True,False,False,False,False,False,True,False
29,88645,152304,36,582.0,10.3,11.0,115667,2,1.3048,1.7181,4230.67,0.5727,2,3,2,1.2092,False,False,False,False,True,False,False,True,False,False,True,False
63,48466,82588,60,663.0,0.3,10.0,69460,4,1.4332,1.704,1376.47,0.3408,3,2,5,1.1867,False,False,True,False,False,True,False,False,False,True,False,False
44,36977,31203,60,453.0,2.4,6.0,37737,4,1.0206,0.8438,520.05,0.1688,1,2,3,0.712,False,False,True,False,True,False,True,False,False,False,False,True
23,16937,48137,48,796.0,5.1,1.0,22359,1,1.3201,2.8421,1002.85,0.7105,5,1,1,1.5938,False,True,False,False,False,False,False,True,False,False,True,False
24,106313,164538,48,492.0,7.0,12.0,79200,4,0.745,1.5477,3427.88,0.3869,1,4,1,0.8784,False,False,True,False,False,False,False,False,False,False,False,True
27,29507,117139,36,640.0,2.1,10.0,7295,3,0.2472,3.9699,3253.86,1.3233,3,2,2,1.6868,False,False,False,False,False,True,False,False,False,False,False,True
35,69728,136925,36,637.0,3.5,2.0,39356,2,0.5644,1.9637,3803.47,0.6546,3,3,2,1.0112,True,False,False,False,False,False,False,True,True,False,False,False
64,57431,209650,24,810.0,1.1,3.0,18871,4,0.3286,3.6505,8735.42,1.8252,5,3,5,1.7742,False,True,False,False,False,False,False,True,False,False,False,True
34,76107,224644,48,585.0,14.5,5.0,100920,0,1.326,2.9517,4680.08,0.7379,2,3,2,1.6373,False,False,True,False,False,True,False,True,False,False,True,False
50,48982,156746,48,659.0,15.0,5.0,3864,0,0.0789,3.2001,3265.54,0.8,3,2,4,1.2316,False,False,True,False,False,True,False,True,False,False,False,True
50,39584,50269,36,568.0,3.5,6.0,58098,1,1.4677,1.2699,1396.36,0.4233,2,2,4,1.095,False,True,False,False,False,True,False,False,True,False,False,False
58,55311,40103,36,626.0,3.5,14.0,75170,1,1.359,0.725,1113.97,0.2417,3,3,5,0.8336,False,True,False,False,False,False,True,False,False,True,False,False
39,15000,59239,36,704.0,1.8,9.0,4431,1,0.2954,3.9493,1645.53,1.3164,4,1,3,1.6979,False,True,False,False,False,False,False,False,False,False,False,False
37,57776,212151,24,659.0,4.4,3.0,37729,1,0.653,3.672,8839.62,1.836,3,3,3,1.9136,False,True,False,False,False,False,True,False,False,False,False,False
40,51244,196300,36,535.0,1.8,7.0,11076,4,0.2161,3.8307,5452.78,1.2769,1,3,3,1.6187,False,False,False,True,False,False,False,False,False,False,False,False
41,71847,155341,48,618.0,1.6,5.0,70083,3,0.9754,2.1621,3236.27,0.5405,2,3,3,1.2009,False,True,False,False,False,False,True,False,False,True,False,False
32,75106,206512,36,694.0,5.3,5.0,95703,3,1.2742,2.7496,5736.44,0.9165,4,3,2,1.6095,False,True,False,False,False,False,True,False,False,False,False,False
26,70364,53149,36,698.0,17.0,7.0,97477,1,1.3853,0.7553,1476.36,0.2518,4,3,2,0.8562,False,True,False,False,False,False,True,False,False,False,False,True
39,31830,62893,12,715.0,9.9,7.0,38210,2,1.2004,1.9759,5241.08,1.9759,4,2,3,1.6657,False,True,False,False,False,False,False,True,False,True,False,False
53,93880,322301,24,626.0,10.2,13.0,40270,2,0.429,3.4331,13429.21,1.7166,3,3,4,1.7165,False,True,False,False,True,False,False,True,False,False,False,False
49,59470,59322,36,599.0,2.7,9.0,75314,1,1.2664,0.9975,1647.83,0.3325,2,3,4,0.9056,False,True,False,False,False,False,True,False,False,False,False,True
61,71667,198651,12,684.0,4.2,14.0,42676,1,0.5955,2.7719,16554.25,2.7719,4,3,5,1.9013,False,True,False,False,True,False,False,False,False,False,False,False
36,70408,244002,60,611.0,0.3,10.0,20254,5,0.2877,3.4655,4066.7,0.6931,2,3,3,1.3627,False,True,False,False,False,False,False,False,True,False,False,False
24,47406,166904,48,649.0,5.8,14.0,3861,3,0.0814,3.5207,3477.17,0.8802,3,2,1,1.3528,False,False,True,False,False,True,False,True,False,False,True,False
28,24264,51824,48,624.0,5.9,4.0,9832,5,0.4052,2.1358,1079.67,0.534,3,1,2,0.963,False,False,True,False,True,False,False,True,False,False,True,False
63,70202,99038,24,615.0,0.5,11.0,30408,2,0.4332,1.4108,4126.58,0.7054,2,3,5,0.8081,False,False,True,False,True,False,False,False,False,False,True,False
37,54580,70954,12,591.0,33.5,1.0,11596,0,0.2125,1.3,5912.83,1.3,2,3,3,0.865,False,False,False,False,True,False,False,True,False,False,True,False
33,34557,32305,48,651.0,1.7,8.0,47374,4,1.3709,0.9348,673.02,0.2337,3,2,2,0.8989,False,True,False,False,False,False,False,False,False,False,True,False
26,50269,97320,24,757.0,1.1,14.0,42218,5,0.8398,1.936,4055.0,0.968,5,3,2,1.2071,False,True,False,False,False,False,True,False,False,False,False,False
39,100450,261650,36,587.0,1.9,7.0,12912,0,0.1285,2.6048,7268.06,0.8683,2,4,3,1.0933,False,False,True,False,True,False,False,False,False,False,False,False
62,64461,84844,48,690.0,0.0,7.0,66030,1,1.0243,1.3162,1767.58,0.3291,4,3,5,0.9033,False,True,False,False,True,False,False,True,False,False,False,False
62,49853,37793,36,569.0,3.5,13.0,50461,0,1.0122,0.7581,1049.81,0.2527,2,2,5,0.7081,False,True,False,False,False,False,True,False,False,False,True,False
34,56385,57284,36,650.0,9.7,11.0,82218,4,1.4582,1.0159,1591.22,0.3386,3,3,2,0.9896,False,True,False,True,False,False,True,False,True,False,False,False
53,66174,125339,36,649.0,0.8,10.0,34154,1,0.5161,1.8941,3481.64,0.6314,3,3,4,0.9641,False,True,False,False,False,False,True,False,False,False,False,False
27,56739,155545,60,784.0,7.9,1.0,73148,3,1.2892,2.7414,2592.42,0.5483,5,3,2,1.5026,False,False,False,False,False,False,False,True,False,True,False,False
24,50761,159665,36,678.0,4.7,11.0,52489,4,1.034,3.1454,4435.14,1.0485,3,3,1,1.6718,False,False,False,False,False,False,False,True,False,True,False,False
40,55896,83117,48,468.0,1.6,14.0,58394,4,1.0447,1.487,1731.6,0.3717,1,3,3,0.9755,False,False,False,False,False,True,True,False,False,False,False,True
40,71061,91334,60,751.0,1.7,11.0,67083,0,0.944,1.2853,1522.23,0.2571,5,3,3,0.8403,False,True,False,False,False,False,False,True,False,True,False,False
46,79848,168674,48,649.0,0.2,9.0,44169,5,0.5532,2.1124,3514.04,0.5281,3,3,4,1.0134,False,False,False,False,False,False,True,False,False,False,False,True
26,53462,45773,24,651.0,1.9,5.0,44140,2,0.8256,0.8562,1907.21,0.4281,3,3,2,0.7155,False,True,False,False,True,False,True,False,False,False,False,False
24,41521,71338,36,539.0,0.9,4.0,2308,4,0.0556,1.7181,1981.61,0.5727,1,2,1,0.7095,False,False,False,False,False,True,False,False,False,False,False,True
43,50042,81025,12,674.0,5.7,8.0,19140,1,0.3825,1.6191,6752.08,1.6191,3,3,3,1.1245,False,False,False,False,False,False,False,False,True,False,False,False
41,58252,98860,36,681.0,3.2,13.0,4171,4,0.0716,1.6971,2746.11,0.5657,4,3,3,0.7075,True,False,False,False,True,False,False,True,False,False,True,False
40,57625,94901,24,660.0,4.9,11.0,39846,3,0.6915,1.6469,3954.21,0.8234,3,3,3,1.0177,False,False,True,False,False,True,True,False,True,False,False,False
64,52089,54726,24,688.0,3.7,9.0,48128,5,0.924,1.0506,2280.25,0.5253,4,3,5,0.8424,False,False,False,False,False,False,True,False,False,False,False,False
35,75072,187026,60,590.0,2.8,2.0,18355,1,0.2445,2.4913,3117.1,0.4983,2,3,2,0.9947,False,True,False,False,False,True,True,False,False,False,True,False
32,68224,140380,36,726.0,0.5,8.0,66880,1,0.9803,2.0576,3899.44,0.6859,4,3,2,1.2152,False,False,True,False,False,False,True,False,False,False,True,False
62,69534,44327,48,645.0,1.1,3.0,74585,1,1.0726,0.6375,923.48,0.1594,3,3,5,0.6681,False,False,True,False,False,False,True,False,False,False,False,False
39,63711,225816,36,690.0,1.1,1.0,19496,4,0.306,3.5444,6272.67,1.1815,4,3,3,1.5402,False,True,False,False,False,False,False,False,False,False,False,True
30,66149,112956,60,532.0,0.1,6.0,25208,3,0.3811,1.7076,1882.6,0.3415,1,3,2,0.7672,False,True,False,False,False,False,False,False,False,False,True,False
24,39658,34936,36,682.0,7.0,8.0,43613,3,1.0997,0.8809,970.44,0.2936,4,2,1,0.7922,False,False,True,False,False,False,False,True,False,True,False,False
53,69284,64245,36,681.0,3.5,7.0,94701,5,1.3669,0.9273,1784.58,0.3091,4,3,4,0.9177,False,True,False,False,True,False,False,True,False,False,True,False
61,69416,211775,24,736.0,1.4,7.0,100100,0,1.442,3.0508,8823.96,1.5254,4,3,5,1.9497,False,False,False,False,True,False,False,True,False,False,True,False
40,44462,36881,24,755.0,8.6,12.0,65216,0,1.4668,0.8295,1536.71,0.4147,5,2,3,0.96,True,False,False,False,False,False,False,True,False,False,True,False
48,59894,32837,36,581.0,1.2,13.0,54317,2,0.9069,0.5483,912.14,0.1828,2,3,4,0.5821,False,False,True,False,False,False,False,False,False,False,False,True
28,35225,82121,48,584.0,7.3,3.0,7308,3,0.2075,2.3313,1710.85,0.5828,2,2,2,0.9572,False,True,False,False,False,True,False,True,True,False,False,False
34,15000,9353,60,660.0,8.0,14.0,6363,4,0.4242,0.6235,155.88,0.1247,3,1,2,0.3941,False,True,False,False,False,True,True,False,False,False,True,False
59,41610,124665,36,767.0,4.2,7.0,34679,4,0.8334,2.996,3462.92,0.9987,5,2,5,1.5318,False,True,False,False,False,True,True,False,False,False,True,False
47,49884,195390,48,580.0,5.9,10.0,13795,4,0.2765,3.9169,4070.62,0.9792,2,2,4,1.5794,False,True,False,False,False,False,False,True,False,False,True,False
